clip_id,source,model,profile,prompt_id,pattern,register,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__repeat_slow_low__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_low,repeat_slow,low,sustain,36,p,32,32,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_slow_low__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_low__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,64
r__long_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_mid,long,mid,staccato,40,p,32,32,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,65
r__descend_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,descend_mid,descend,mid,legato_slur,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__descend_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__descend_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,66
r__long_short_low__t-legato_slur__d-f__p-constant__v-V1__take02,real,real_violin,constant,long_short_low,long_short,low,legato_slur,49,f,96,96,,V1,P1,2,2,57.0,True,0.75,data/midi/expanded/reference/ref__long_short_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__long_short_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_low__t-legato_slur__d-f__p-constant__v-V1__take02.wav,planned,67
r__repeat_slow_mid__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,pizzicato,43,mf,64,64,,V1,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,68
r__leap_low__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,sustain,36,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,69
r__long_short_high__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_short_high,long_short,high,pizzicato,43,mf,64,64,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_short_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_short_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_high__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,70
r__repeat_low__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,sustain,36,f,96,96,,V2,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,71
r__repeat_slow_high__t-legato_slur__d-p__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_high,repeat_slow,high,legato_slur,49,p,32,32,,V1,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_slow_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_high__t-legato_slur__d-p__p-constant__v-V1__take02.wav,planned,72
r__repeat_low__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_low,repeat,low,pizzicato,43,mf,64,64,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,73
r__leap_low__t-staccato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,staccato,40,mf,64,64,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-staccato__d-mf__p-constant__v-V3__take01.wav,planned,74
r__scale_high__t-pizzicato__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,43,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V1__take01.wav,planned,75
r__descend_low__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,descend_low,descend,low,pizzicato,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__descend_low__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__descend_low__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,76
r__repeat_slow_high__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,repeat_slow_high,repeat_slow,high,legato_slur,49,mf,64,64,,V1,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_slow_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,77
r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,40,mf,64,64,,V2,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,78
r__descend_high__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,descend_high,descend,high,staccato,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__descend_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__descend_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,79
r__long_mid__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_mid,long,mid,staccato,40,p,32,32,,V1,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,80
r__leap_low__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,leap_low,leap,low,sustain,36,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__leap_low__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,81
r__arpeggio_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_high,arpeggio,high,sustain,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__arpeggio_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,82
r__leap_high__t-legato_slur__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,legato_slur,49,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-legato_slur__d-p__p-constant__v-V2__take01.wav,planned,83
r__repeat_slow_mid__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,sustain,36,mf,64,64,,V1,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_mid__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,84
r__descend_mid__t-pizzicato__d-f__p-constant__v-V1__take01,real,real_violin,constant,descend_mid,descend,mid,pizzicato,43,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__descend_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__descend_mid__t-pizzicato__d-f__p-constant__v-V1__take01.wav,planned,85
r__long_short_mid__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_short_mid,long_short,mid,legato_slur,49,mf,64,64,,V1,P1,1,1,69.0,True,0.75,data/midi/expanded/reference/ref__long_short_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_short_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_mid__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,86
r__leap_mid__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__leap_mid__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,87
r__repeat_high__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,mf,64,64,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,88
r__repeat_high__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_high,repeat,high,sustain,36,f,96,96,,V3,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_high__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_high__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,89
r__long_low__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,legato_slur,49,mf,64,64,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_low__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,90
r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,mf,64,64,,V3,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,91
r__repeat_low__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,repeat_low,repeat,low,staccato,40,f,96,96,,V1,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__repeat_low__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,92
r__long_low__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,sustain,36,f,96,96,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,93
r__long_high__t-pizzicato__d-mf__p-constant__v-V3__take01,real,real_violin,constant,long_high,long,high,pizzicato,43,mf,64,64,,V3,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__long_high__t-pizzicato__d-mf__p-constant__v-V3__take01.wav,planned,94
r__long_short_low__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,long_short_low,long_short,low,staccato,40,f,96,96,,V1,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_short_low__t-staccato__d-f__p-constant.mid,data/real_48k/r__long_short_low__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_low__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,95
r__long_short_low__t-legato_slur__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_short_low,long_short,low,legato_slur,49,p,32,32,,V1,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_short_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_short_low__t-legato_slur__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_low__t-legato_slur__d-p__p-constant__v-V1__take01.wav,planned,96
r__leap_low__t-pizzicato__d-p__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,pizzicato,43,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-pizzicato__d-p__p-constant__v-V2__take02.wav,planned,97
r__leap_low__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,sustain,36,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,98
r__repeat_high__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_high,repeat,high,staccato,40,mf,64,64,,V3,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,99
r__repeat_slow_high__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_high,repeat_slow,high,staccato,40,mf,64,64,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,100
r__long_high__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,long_high,long,high,legato_slur,49,p,32,32,,V3,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__long_high__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,101
r__long_low__t-pizzicato__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,pizzicato,43,p,32,32,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_low__t-pizzicato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-pizzicato__d-p__p-constant__v-V2__take01.wav,planned,102
r__leap_mid__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_mid,leap,mid,legato_slur,49,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_mid__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,103
r__arpeggio_low__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_low,arpeggio,low,pizzicato,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__arpeggio_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_low__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,104
r__repeat_high__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_high,repeat,high,pizzicato,43,mf,64,64,,V3,P1,2,2,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_high__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,105
r__leap_low__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,sustain,36,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,106
r__long_low__t-staccato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,staccato,40,mf,64,64,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_low__t-staccato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-staccato__d-mf__p-constant__v-V2__take01.wav,planned,107
r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,108
r__repeat_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_mid,repeat,mid,staccato,40,p,32,32,,V1,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,109
r__descend_high__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,descend_high,descend,high,staccato,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__descend_high__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__descend_high__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,110
r__scale_high__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,legato_slur,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,111
r__repeat_low__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,staccato,40,mf,64,64,,V1,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,112
r__arpeggio_high__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_high,arpeggio,high,pizzicato,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__arpeggio_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,113
